Piano,Do3	Piano,Do5	Piano,Do3
		
Sol3		
		
Do4		
		
Sol3	Sol4	
	Do5	
Piano,Do3	Sol5	Do3
		
Sol3		
		
Do4		
		
Sol3	Fa5	
	Mi5	
Piano,Fa2	Fa5	Fa2
	Mi5	
Do3	Do5	
		
Fa3		
		
Do3		
		
Piano,Fa2	-	Fa2
		
Do3		
		
Fa3		
		
Do3		
		
Piano,Do3	Piano,Do5	Do3
		
Sol3		
		
Do4		
		
Sol3	Sol4	
	Do5	
Piano,Do3	Sol5	Do3
		
Sol3		
		
Do4		
		
Sol3	Fa5	
	Mi5	
Piano,Fa2	Fa5	Fa2
	Sol5	
Do3	La5	
		
Fa3		
		
Do3		
		
Piano,Fa2	-	Fa2
		
Do3		
		
Fa3		
		
Do3	La5	
	Si5	
La2	Do6	La2
		
Mi3		
		
La3	Mi6	
		
Mi3		
		
Sol2	Si5	Sol2
		
Re3		
		
Sol3	Re6	
		
Re3		
		
Piano,Fa2	Do6	Fa2
	Si5	
Do3	La5	
		
Fa3		
		
Do3		
		
Piano,Fa2		Fa2
		
Do3		
		
Fa3		
		
Do3	Do6	
	Re6	
La2	Mi6	La2
		
Mi3		
		
La3	Sol6	
		
Mi3		
		
Sol2	Si6	Sol2
		
Re3		
		
Sol3	Re7	
		
Re3		
		
Piano,Fa2	Do7	Fa2
		
Do3		
		
Fa3		
		
Do3		
		
Piano,Fa2	-	Fa2
		
Do3		
		
Fa3		
		
Do3		
		
La2	Do7	La2
		
Mi3		
		
La3	Si6	
		
Mi3	La6	
		
Sol2	Si6	Sol2
		
Re3	La6	
		
Sol3	Sol6	
		
Re3	La6	
		
Piano,Do3	Mi6	Do3
		
Sol3		
		
Do4		
		
Sol3		
		
Piano,Do3	-	Do3
		
Sol3		
		
Do4		
		
Sol3		
	-	
